tri,taille,cas,plage,temps
bulle_basique,37000,aleatoire,grande,5.720933
bulle_basique_v2,37000,aleatoire,grande,4.215882
bulle_optimise,37000,aleatoire,grande,4.115665
cocktail,37000,aleatoire,grande,2.791786
selection,37000,aleatoire,grande,1.399562
insertion,37000,aleatoire,grande,0.753309
comptage,37000,aleatoire,grande,0.003810
fusion,37000,aleatoire,grande,0.008877
rapide,37000,aleatoire,grande,0.005376
bulle_basique,37000,croissant,grande,2.789018
bulle_basique_v2,37000,croissant,grande,1.394570
bulle_optimise,37000,croissant,grande,0.000076
cocktail,37000,croissant,grande,0.000150
selection,37000,croissant,grande,1.397387
insertion,37000,croissant,grande,0.000133
comptage,37000,croissant,grande,0.000366
fusion,37000,croissant,grande,0.004831
rapide,37000,croissant,grande,0.001809
bulle_basique,37000,decroissant,grande,3.876919
bulle_basique_v2,37000,decroissant,grande,2.597819
bulle_optimise,37000,decroissant,grande,2.610051
cocktail,37000,decroissant,grande,2.470383
selection,37000,decroissant,grande,1.571632
insertion,37000,decroissant,grande,1.505402
comptage,37000,decroissant,grande,0.000367
fusion,37000,decroissant,grande,0.004885
rapide,37000,decroissant,grande,0.002179
bulle_basique,37000,constant,grande,2.797875
bulle_basique_v2,37000,constant,grande,1.400561
bulle_optimise,37000,constant,grande,0.000076
cocktail,37000,constant,grande,0.000150
selection,37000,constant,grande,1.402084
insertion,37000,constant,grande,0.000132
comptage,37000,constant,grande,0.000714
fusion,37000,constant,grande,0.004818
rapide,37000,constant,grande,2.376740
bulle_basique,39000,aleatoire,petite,6.133842
bulle_basique_v2,39000,aleatoire,petite,4.527739
bulle_optimise,39000,aleatoire,petite,4.511205
cocktail,39000,aleatoire,petite,3.177723
selection,39000,aleatoire,petite,1.549960
insertion,39000,aleatoire,petite,0.798540
comptage,39000,aleatoire,petite,0.000240
fusion,39000,aleatoire,petite,0.007390
rapide,39000,aleatoire,petite,0.128040
bulle_basique,39000,croissant,petite,3.095480
bulle_basique_v2,39000,croissant,petite,1.547859
bulle_optimise,39000,croissant,petite,0.000081
cocktail,39000,croissant,petite,0.000158
selection,39000,croissant,petite,1.549696
insertion,39000,croissant,petite,0.000140
comptage,39000,croissant,petite,0.000387
fusion,39000,croissant,petite,0.005164
rapide,39000,croissant,petite,0.001911
bulle_basique,39000,decroissant,petite,4.298510
bulle_basique_v2,39000,decroissant,petite,2.884630
bulle_optimise,39000,decroissant,petite,2.876410
cocktail,39000,decroissant,petite,2.742721
selection,39000,decroissant,petite,1.741889
insertion,39000,decroissant,petite,1.676084
comptage,39000,decroissant,petite,0.000368
fusion,39000,decroissant,petite,0.005168
rapide,39000,decroissant,petite,0.002289
bulle_basique,39000,constant,petite,3.107715
bulle_basique_v2,39000,constant,petite,1.557401
bulle_optimise,39000,constant,petite,0.000081
cocktail,39000,constant,petite,0.000160
selection,39000,constant,petite,1.554987
insertion,39000,constant,petite,0.000150
comptage,39000,constant,petite,0.000278
fusion,39000,constant,petite,0.005329
rapide,39000,constant,petite,2.635883
bulle_basique,39000,aleatoire,grande,6.404405
bulle_basique_v2,39000,aleatoire,grande,4.631106
bulle_optimise,39000,aleatoire,grande,4.570517
cocktail,39000,aleatoire,grande,3.103290
selection,39000,aleatoire,grande,1.556063
insertion,39000,aleatoire,grande,0.833221
comptage,39000,aleatoire,grande,0.003783
fusion,39000,aleatoire,grande,0.009317
rapide,39000,aleatoire,grande,0.005599
bulle_basique,39000,croissant,grande,3.097236
bulle_basique_v2,39000,croissant,grande,1.549030
bulle_optimise,39000,croissant,grande,0.000080
cocktail,39000,croissant,grande,0.000159
selection,39000,croissant,grande,1.549810
insertion,39000,croissant,grande,0.000139
comptage,39000,croissant,grande,0.000385
fusion,39000,croissant,grande,0.005078
rapide,39000,croissant,grande,0.001900
bulle_basique,39000,decroissant,grande,4.298538
bulle_basique_v2,39000,decroissant,grande,2.884142
bulle_optimise,39000,decroissant,grande,2.882591
cocktail,39000,decroissant,grande,2.751050
selection,39000,decroissant,grande,1.743925
insertion,39000,decroissant,grande,1.677675
comptage,39000,decroissant,grande,0.000392
fusion,39000,decroissant,grande,0.005098
rapide,39000,decroissant,grande,0.002296
bulle_basique,39000,constant,grande,3.098649
bulle_basique_v2,39000,constant,grande,1.550299
bulle_optimise,39000,constant,grande,0.000080
cocktail,39000,constant,grande,0.000160
selection,39000,constant,grande,1.549926
insertion,39000,constant,grande,0.000140
comptage,39000,constant,grande,0.001778
fusion,39000,constant,grande,0.005088
rapide,39000,constant,grande,2.614929
bulle_basique,41000,aleatoire,petite,7.019474
bulle_basique_v2,41000,aleatoire,petite,5.037777
bulle_optimise,41000,aleatoire,petite,5.013060
cocktail,41000,aleatoire,petite,3.500960
selection,41000,aleatoire,petite,1.716083
insertion,41000,aleatoire,petite,0.879507
comptage,41000,aleatoire,petite,0.000243
fusion,41000,aleatoire,petite,0.007623
rapide,41000,aleatoire,petite,0.141574
bulle_basique,41000,croissant,petite,3.425835
bulle_basique_v2,41000,croissant,petite,1.713700
bulle_optimise,41000,croissant,petite,0.000084
cocktail,41000,croissant,petite,0.000168
selection,41000,croissant,petite,1.713119
insertion,41000,croissant,petite,0.000147
comptage,41000,croissant,petite,0.000482
fusion,41000,croissant,petite,0.005272
rapide,41000,croissant,petite,0.001990
bulle_basique,41000,decroissant,petite,4.747479
bulle_basique_v2,41000,decroissant,petite,3.183623
bulle_optimise,41000,decroissant,petite,3.184676
cocktail,41000,decroissant,petite,3.033706
selection,41000,decroissant,petite,1.926959
insertion,41000,decroissant,petite,1.856022
comptage,41000,decroissant,petite,0.000410
fusion,41000,decroissant,petite,0.005325
rapide,41000,decroissant,petite,0.002438
bulle_basique,41000,constant,petite,3.424637
bulle_basique_v2,41000,constant,petite,1.712210
bulle_optimise,41000,constant,petite,0.000084
cocktail,41000,constant,petite,0.000168
selection,41000,constant,petite,1.712584
insertion,41000,constant,petite,0.000147
comptage,41000,constant,petite,0.000287
fusion,41000,constant,petite,0.005376
rapide,41000,constant,petite,2.890200
bulle_basique,41000,aleatoire,grande,7.078900
bulle_basique_v2,41000,aleatoire,grande,5.093315
bulle_optimise,41000,aleatoire,grande,5.074384
cocktail,41000,aleatoire,grande,3.462915
selection,41000,aleatoire,grande,1.720264
insertion,41000,aleatoire,grande,0.921280
comptage,41000,aleatoire,grande,0.003888
fusion,41000,aleatoire,grande,0.009844
rapide,41000,aleatoire,grande,0.006147
bulle_basique,41000,croissant,grande,3.423210
bulle_basique_v2,41000,croissant,grande,1.712274
bulle_optimise,41000,croissant,grande,0.000084
cocktail,41000,croissant,grande,0.000171
selection,41000,croissant,grande,1.713699
insertion,41000,croissant,grande,0.000146
comptage,41000,croissant,grande,0.000416
fusion,41000,croissant,grande,0.005375
rapide,41000,croissant,grande,0.001999
bulle_basique,41000,decroissant,grande,4.747430
bulle_basique_v2,41000,decroissant,grande,3.188805
bulle_optimise,41000,decroissant,grande,3.183354
cocktail,41000,decroissant,grande,3.034979
selection,41000,decroissant,grande,1.928333
insertion,41000,decroissant,grande,1.852808
comptage,41000,decroissant,grande,0.000411
fusion,41000,decroissant,grande,0.005406
rapide,41000,decroissant,grande,0.002450
bulle_basique,41000,constant,grande,3.423050
bulle_basique_v2,41000,constant,grande,1.725231
bulle_optimise,41000,constant,grande,0.000085
cocktail,41000,constant,grande,0.000167
selection,41000,constant,grande,1.712783
insertion,41000,constant,grande,0.000147
comptage,41000,constant,grande,0.003204
fusion,41000,constant,grande,0.005292
rapide,41000,constant,grande,2.889289
bulle_basique,43000,aleatoire,petite,7.813806
bulle_basique_v2,43000,aleatoire,petite,5.653238
bulle_optimise,43000,aleatoire,petite,5.606613
cocktail,43000,aleatoire,petite,3.875696
selection,43000,aleatoire,petite,1.887807
insertion,43000,aleatoire,petite,0.974211
comptage,43000,aleatoire,petite,0.000292
fusion,43000,aleatoire,petite,0.008113
rapide,43000,aleatoire,petite,0.155607
bulle_basique,43000,croissant,petite,3.767444
bulle_basique_v2,43000,croissant,petite,1.882042
bulle_optimise,43000,croissant,petite,0.000089
cocktail,43000,croissant,petite,0.000175
selection,43000,croissant,petite,1.882460
insertion,43000,croissant,petite,0.000153
comptage,43000,croissant,petite,0.000446
fusion,43000,croissant,petite,0.005682
rapide,43000,croissant,petite,0.002141
bulle_basique,43000,decroissant,petite,5.215072
bulle_basique_v2,43000,decroissant,petite,3.511434
bulle_optimise,43000,decroissant,petite,3.509074
cocktail,43000,decroissant,petite,3.338196
selection,43000,decroissant,petite,2.119495
insertion,43000,decroissant,petite,2.041133
comptage,43000,decroissant,petite,0.000457
fusion,43000,decroissant,petite,0.006172
rapide,43000,decroissant,petite,0.002550
bulle_basique,43000,constant,petite,3.766057
bulle_basique_v2,43000,constant,petite,1.882401
bulle_optimise,43000,constant,petite,0.000089
cocktail,43000,constant,petite,0.000176
selection,43000,constant,petite,1.883447
insertion,43000,constant,petite,0.000153
comptage,43000,constant,petite,0.000315
fusion,43000,constant,petite,0.005887
rapide,43000,constant,petite,3.179053
bulle_basique,43000,aleatoire,grande,7.829748
bulle_basique_v2,43000,aleatoire,grande,5.659503
bulle_optimise,43000,aleatoire,grande,5.621085
cocktail,43000,aleatoire,grande,3.806296
selection,43000,aleatoire,grande,1.892435
insertion,43000,aleatoire,grande,1.014858
comptage,43000,aleatoire,grande,0.003916
fusion,43000,aleatoire,grande,0.010364
rapide,43000,aleatoire,grande,0.006208
bulle_basique,43000,croissant,grande,3.766617
bulle_basique_v2,43000,croissant,grande,1.883724
bulle_optimise,43000,croissant,grande,0.000089
cocktail,43000,croissant,grande,0.000176
selection,43000,croissant,grande,1.884050
insertion,43000,croissant,grande,0.000153
comptage,43000,croissant,grande,0.000433
fusion,43000,croissant,grande,0.005702
rapide,43000,croissant,grande,0.002146
bulle_basique,43000,decroissant,grande,5.221775
bulle_basique_v2,43000,decroissant,grande,3.509195
bulle_optimise,43000,decroissant,grande,3.590739
cocktail,43000,decroissant,grande,3.337695
selection,43000,decroissant,grande,2.120129
insertion,43000,decroissant,grande,2.043981
comptage,43000,decroissant,grande,0.000436
fusion,43000,decroissant,grande,0.005726
rapide,43000,decroissant,grande,0.002580
bulle_basique,43000,constant,grande,3.765226
bulle_basique_v2,43000,constant,grande,1.883083
bulle_optimise,43000,constant,grande,0.000089
cocktail,43000,constant,grande,0.000176
selection,43000,constant,grande,1.884985
insertion,43000,constant,grande,0.000155
comptage,43000,constant,grande,0.002716
fusion,43000,constant,grande,0.005668
rapide,43000,constant,grande,3.180079
bulle_basique,45000,aleatoire,petite,8.504765
bulle_basique_v2,45000,aleatoire,petite,6.282984
bulle_optimise,45000,aleatoire,petite,6.164747
cocktail,45000,aleatoire,petite,4.252744
selection,45000,aleatoire,petite,2.079885
insertion,45000,aleatoire,petite,1.064434
comptage,45000,aleatoire,petite,0.000273
fusion,45000,aleatoire,petite,0.008391
rapide,45000,aleatoire,petite,0.169740
bulle_basique,45000,croissant,petite,4.128630
bulle_basique_v2,45000,croissant,petite,2.069349
bulle_optimise,45000,croissant,petite,0.000093
cocktail,45000,croissant,petite,0.000185
selection,45000,croissant,petite,2.064194
insertion,45000,croissant,petite,0.000160
comptage,45000,croissant,petite,0.000463
fusion,45000,croissant,petite,0.005864
rapide,45000,croissant,petite,0.002256
bulle_basique,45000,decroissant,petite,5.722479
bulle_basique_v2,45000,decroissant,petite,3.856262
bulle_optimise,45000,decroissant,petite,3.846464
cocktail,45000,decroissant,petite,3.664196
selection,45000,decroissant,petite,2.328926
insertion,45000,decroissant,petite,2.237029
comptage,45000,decroissant,petite,0.000436
fusion,45000,decroissant,petite,0.005923
rapide,45000,decroissant,petite,0.002677
bulle_basique,45000,constant,petite,4.139239
bulle_basique_v2,45000,constant,petite,2.070127
bulle_optimise,45000,constant,petite,0.000093
cocktail,45000,constant,petite,0.000184
selection,45000,constant,petite,2.222249
insertion,45000,constant,petite,0.000191
comptage,45000,constant,petite,0.000369
fusion,45000,constant,petite,0.006909
rapide,45000,constant,petite,3.947201
bulle_basique,45000,aleatoire,grande,9.243857
bulle_basique_v2,45000,aleatoire,grande,6.900458
bulle_optimise,45000,aleatoire,grande,6.818435
cocktail,45000,aleatoire,grande,4.159758
selection,45000,aleatoire,grande,2.070226
insertion,45000,aleatoire,grande,1.113721
comptage,45000,aleatoire,grande,0.003944
fusion,45000,aleatoire,grande,0.010881
rapide,45000,aleatoire,grande,0.006566
bulle_basique,45000,croissant,grande,4.122325
bulle_basique_v2,45000,croissant,grande,2.061695
bulle_optimise,45000,croissant,grande,0.000092
cocktail,45000,croissant,grande,0.000183
selection,45000,croissant,grande,2.062533
insertion,45000,croissant,grande,0.000160
comptage,45000,croissant,grande,0.000468
fusion,45000,croissant,grande,0.005827
rapide,45000,croissant,grande,0.002248
bulle_basique,45000,decroissant,grande,5.741868
bulle_basique_v2,45000,decroissant,grande,3.836879
bulle_optimise,45000,decroissant,grande,3.831355
cocktail,45000,decroissant,grande,3.654946
selection,45000,decroissant,grande,2.321716
insertion,45000,decroissant,grande,2.240870
comptage,45000,decroissant,grande,0.000446
fusion,45000,decroissant,grande,0.006014
rapide,45000,decroissant,grande,0.002675
bulle_basique,45000,constant,grande,4.124049
bulle_basique_v2,45000,constant,grande,2.070306
bulle_optimise,45000,constant,grande,0.000091
cocktail,45000,constant,grande,0.000183
selection,45000,constant,grande,2.068856
insertion,45000,constant,grande,0.000161
comptage,45000,constant,grande,0.000366
fusion,45000,constant,grande,0.006085
rapide,45000,constant,grande,3.483018
bulle_basique,47000,aleatoire,petite,9.371412
bulle_basique_v2,47000,aleatoire,petite,6.831837
bulle_optimise,47000,aleatoire,petite,6.771426
cocktail,47000,aleatoire,petite,4.655373
selection,47000,aleatoire,petite,2.252333
insertion,47000,aleatoire,petite,1.160426
comptage,47000,aleatoire,petite,0.000283
fusion,47000,aleatoire,petite,0.008847
rapide,47000,aleatoire,petite,0.185043
bulle_basique,47000,croissant,petite,4.501943
bulle_basique_v2,47000,croissant,petite,2.253720
bulle_optimise,47000,croissant,petite,0.000097
cocktail,47000,croissant,petite,0.000192
selection,47000,croissant,petite,2.267626
insertion,47000,croissant,petite,0.000167
comptage,47000,croissant,petite,0.000471
fusion,47000,croissant,petite,0.006130
rapide,47000,croissant,petite,0.002296
bulle_basique,47000,decroissant,petite,6.379611
bulle_basique_v2,47000,decroissant,petite,4.445812
bulle_optimise,47000,decroissant,petite,4.237496
cocktail,47000,decroissant,petite,3.994332
selection,47000,decroissant,petite,2.532615
insertion,47000,decroissant,petite,2.449322
comptage,47000,decroissant,petite,0.000476
fusion,47000,decroissant,petite,0.006187
rapide,47000,decroissant,petite,0.002812
bulle_basique,47000,constant,petite,4.500968
bulle_basique_v2,47000,constant,petite,2.249849
bulle_optimise,47000,constant,petite,0.000096
cocktail,47000,constant,petite,0.000191
selection,47000,constant,petite,2.254125
insertion,47000,constant,petite,0.000167
comptage,47000,constant,petite,0.000361
fusion,47000,constant,petite,0.006158
rapide,47000,constant,petite,3.798885
bulle_basique,47000,aleatoire,grande,9.406335
bulle_basique_v2,47000,aleatoire,grande,6.867254
bulle_optimise,47000,aleatoire,grande,6.803583
cocktail,47000,aleatoire,grande,4.587693
selection,47000,aleatoire,grande,2.272154
insertion,47000,aleatoire,grande,1.220876
comptage,47000,aleatoire,grande,0.004395
fusion,47000,aleatoire,grande,0.011556
rapide,47000,aleatoire,grande,0.007074
bulle_basique,47000,croissant,grande,4.499135
bulle_basique_v2,47000,croissant,grande,2.248455
bulle_optimise,47000,croissant,grande,0.000099
cocktail,47000,croissant,grande,0.000192
selection,47000,croissant,grande,2.250100
insertion,47000,croissant,grande,0.000167
comptage,47000,croissant,grande,0.000471
fusion,47000,croissant,grande,0.006147
rapide,47000,croissant,grande,0.002296
bulle_basique,47000,decroissant,grande,6.244366
bulle_basique_v2,47000,decroissant,grande,4.185999
bulle_optimise,47000,decroissant,grande,4.185611
cocktail,47000,decroissant,grande,3.996397
selection,47000,decroissant,grande,2.537712
insertion,47000,decroissant,grande,2.450702
comptage,47000,decroissant,grande,0.000456
fusion,47000,decroissant,grande,0.006234
rapide,47000,decroissant,grande,0.002805
bulle_basique,47000,constant,grande,4.513065
bulle_basique_v2,47000,constant,grande,2.255488
bulle_optimise,47000,constant,grande,0.000100
cocktail,47000,constant,grande,0.000193
selection,47000,constant,grande,2.256758
insertion,47000,constant,grande,0.000168
comptage,47000,constant,grande,0.002893
fusion,47000,constant,grande,0.006138
rapide,47000,constant,grande,3.808074
bulle_basique,49000,aleatoire,petite,10.088379
bulle_basique_v2,49000,aleatoire,petite,7.458120
bulle_optimise,49000,aleatoire,petite,7.382671
cocktail,49000,aleatoire,petite,5.045957
selection,49000,aleatoire,petite,2.447288
insertion,49000,aleatoire,petite,1.255024
comptage,49000,aleatoire,petite,0.000309
fusion,49000,aleatoire,petite,0.009246
rapide,49000,aleatoire,petite,0.200843
bulle_basique,49000,croissant,petite,4.887853
bulle_basique_v2,49000,croissant,petite,2.444216
bulle_optimise,49000,croissant,petite,0.000101
cocktail,49000,croissant,petite,0.000200
selection,49000,croissant,petite,2.445922
insertion,49000,croissant,petite,0.000176
comptage,49000,croissant,petite,0.000484
fusion,49000,croissant,petite,0.006368
rapide,49000,croissant,petite,0.002359
bulle_basique,49000,decroissant,petite,6.791635
bulle_basique_v2,49000,decroissant,petite,4.592756
bulle_optimise,49000,decroissant,petite,4.547277
cocktail,49000,decroissant,petite,4.333734
selection,49000,decroissant,petite,2.751193
insertion,49000,decroissant,petite,2.665897
comptage,49000,decroissant,petite,0.000473
fusion,49000,decroissant,petite,0.006520
rapide,49000,decroissant,petite,0.002923
bulle_basique,49000,constant,petite,4.887714
bulle_basique_v2,49000,constant,petite,2.443984
bulle_optimise,49000,constant,petite,0.000100
cocktail,49000,constant,petite,0.000201
selection,49000,constant,petite,2.446001
insertion,49000,constant,petite,0.000175
comptage,49000,constant,petite,0.000363
fusion,49000,constant,petite,0.007121
rapide,49000,constant,petite,4.134569
bulle_basique,49000,aleatoire,grande,10.429464
bulle_basique_v2,49000,aleatoire,grande,7.819103
bulle_optimise,49000,aleatoire,grande,7.462563
cocktail,49000,aleatoire,grande,5.005087
selection,49000,aleatoire,grande,2.455114
insertion,49000,aleatoire,grande,1.319085
comptage,49000,aleatoire,grande,0.003966
fusion,49000,aleatoire,grande,0.011839
rapide,49000,aleatoire,grande,0.007269
bulle_basique,49000,croissant,grande,4.892912
bulle_basique_v2,49000,croissant,grande,2.445391
bulle_optimise,49000,croissant,grande,0.000101
cocktail,49000,croissant,grande,0.000206
selection,49000,croissant,grande,2.445316
insertion,49000,croissant,grande,0.000174
comptage,49000,croissant,grande,0.000499
fusion,49000,croissant,grande,0.006380
rapide,49000,croissant,grande,0.002362
bulle_basique,49000,decroissant,grande,6.811623
bulle_basique_v2,49000,decroissant,grande,4.682646
bulle_optimise,49000,decroissant,grande,4.695414
cocktail,49000,decroissant,grande,4.481637
selection,49000,decroissant,grande,2.756393
insertion,49000,decroissant,grande,2.667555
comptage,49000,decroissant,grande,0.000459
fusion,49000,decroissant,grande,0.006517
rapide,49000,decroissant,grande,0.002946
bulle_basique,49000,constant,grande,4.889923
bulle_basique_v2,49000,constant,grande,2.726897
bulle_optimise,49000,constant,grande,0.000116
cocktail,49000,constant,grande,0.000234
selection,49000,constant,grande,2.617248
insertion,49000,constant,grande,0.000203
comptage,49000,constant,grande,0.001959
fusion,49000,constant,grande,0.007357
rapide,49000,constant,grande,4.494715
